title,digital,status,existing_match,source_tmdbId,source_year,notes,tmdbId,tmdbTitle,tmdbOriginalTitle,tmdbYear,tmdbReleaseDate,tmdbOverview,tmdbPosterPath,tmdbBackdropPath,match_type,confidence,review
Frozen,Fandango | Movies Anywhere,MATCH_EXISTING,Frozen,109445,2013,,109445,Frozen,Frozen,2013,2013-11-20,"Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means.",/itAKcobTYGpYT8Phwjd8c9hleTo.jpg,/rj58WQ9ImI0mYDptXdM7euX1Wjt.jpg,EXISTING_TMDB_ID,CONFIDENT,
G.I. Joe: Retaliation,Fandango,MATCH_EXISTING,G.I. Joe: Retaliation,72559,2013,,72559,G.I. Joe: Retaliation,G.I. Joe: Retaliation,2013,2013-03-27,"Framed for crimes against the country, the G.I. Joe team is terminated by Presidential order. This forces the G.I. Joes into not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.",/3rWIZMzTKcCtV0eHJ70Z4Ru659f.jpg,/pEhXq18GVe1dg2ltplcxtGWfSje.jpg,EXISTING_TMDB_ID,CONFIDENT,
Ghostbusters,Fandango | Prime,MATCH_EXISTING,Ghostbusters,620,1984,,620,Ghostbusters,Ghostbusters,1984,1984-06-08,"After losing their university jobs, three parapsychologists start a ghost-catching business in New York City and uncover a supernatural threat that could destroy the world.",/7E8nLijS9AwwUEPu2oFYOVKhdFA.jpg,/c6yfABGVKuB5cjoOwdX4AJMlzUz.jpg,EXISTING_TMDB_ID,CONFIDENT,
"Girl with the Dragon Tattoo, The",Fandango | Movies Anywhere,MATCH_EXISTING,"Girl with the Dragon Tattoo, The",65754,2011,,65754,The Girl with the Dragon Tattoo,The Girl with the Dragon Tattoo,2011,2011-12-14,"Disgraced journalist Mikael Blomkvist investigates the disappearance of a weary patriarch's niece from 40 years ago. He is aided by the pierced, tattooed, punk computer hacker named Lisbeth Salander. As they work together in the investigation, Blomkvist and Salander uncover immense corruption beyond anything they have ever imagined.",/8bokS83zGdhaXgN9tjidUKmAftW.jpg,/dNFbrnF0mIBm0rClbfEFWTtsgMP.jpg,EXISTING_TMDB_ID,CONFIDENT,
Gladiator,Fandango,MATCH_EXISTING,Gladiator,98,2000,,98,Gladiator,Gladiator,2000,2000-05-04,"After the death of Emperor Marcus Aurelius, his devious son takes power and demotes Maximus, one of Rome's most capable generals who Marcus preferred. Eventually, Maximus is forced to become a gladiator and battle to the death against other men for the amusement of paying audiences.",/wN2xWp1eIwCKOD0BHTcErTBv1Uq.jpg,/jhk6D8pim3yaByu1801kMoxXFaX.jpg,EXISTING_TMDB_ID,CONFIDENT,
"Greatest Showman, The",Fandango | Movies Anywhere,MATCH_EXISTING,"Greatest Showman, The",316029,2017,,316029,The Greatest Showman,The Greatest Showman,2017,2017-12-20,"The story of American showman P.T. Barnum, founder of the circus that became the famous traveling Ringling Bros. and Barnum & Bailey Circus.",/b9CeobiihCx1uG1tpw8hXmpi7nm.jpg,/lrNKm3HNvGdZoAfiBKu7b04FLHN.jpg,EXISTING_TMDB_ID,CONFIDENT,
"Grinch, The",Fandango | Movies Anywhere,MATCH_EXISTING,"Grinch, The",360920,2018,,360920,The Grinch,The Grinch,2018,2018-11-08,The Grinch hatches a scheme to ruin Christmas when the residents of Whoville plan their annual holiday celebration. But a certain little who might change things.,/Al7DMUp8bqUN4JwXVNxfJYyv5cH.jpg,/5lWIYxYEqWi8j3ZloxXntw3ImBo.jpg,EXISTING_TMDB_ID,CONFIDENT,
Grown Ups 2,Fandango | Movies Anywhere,MATCH_EXISTING,Grown Ups 2,109418,2013,,109418,Grown Ups 2,Grown Ups 2,2013,2013-07-11,"Lenny has relocated his family back to the small town where he and his friends grew up. This time around, the grown ups are the ones learning lessons from their kids on a day notoriously full of surprises—the last day of school.",/hT6ijOtjtYrnyDhN7VA2QWyGFAm.jpg,/7JhsJxNmdW0y4IyNrHy10cECrAz.jpg,EXISTING_TMDB_ID,CONFIDENT,
Grudge Match,Fandango | Movies Anywhere,MATCH_EXISTING,Grudge Match,64807,2013,,64807,Grudge Match,Grudge Match,2013,2013-12-25,A pair of aging boxing rivals are coaxed out of retirement to fight one final bout -- 30 years after their last match.,/jTq9jYTKKo6EhQPso4xTMpPYYXW.jpg,/iniZ0x168fb6fHdpio4DJmf0nDs.jpg,EXISTING_TMDB_ID,CONFIDENT,
Guardians of the Galaxy Vol. 2,Fandango | Movies Anywhere,MATCH_EXISTING,Guardians of the Galaxy Vol. 2,283995,2017,,283995,Guardians of the Galaxy Vol. 2,Guardians of the Galaxy Vol. 2,2017,2017-04-25,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,/y4MBh0EjBlMuOzv9axM4qJlmhzz.jpg,/bW93ycPSSi3Hxx1NvlMX5qm2mQu.jpg,EXISTING_TMDB_ID,CONFIDENT,
Harry Potter and the Chamber of Secrets,Fandango | Movies Anywhere,MATCH_EXISTING,Harry Potter and the Chamber of Secrets,672,2002,,672,Harry Potter and the Chamber of Secrets,Harry Potter and the Chamber of Secrets,2002,2002-11-13,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione's magical abilities and courage.",/sdEOH0992YZ0QSxgXNIGLq1ToUi.jpg,/1stUIsjawROZxjiCMtqqXqgfZWC.jpg,EXISTING_TMDB_ID,CONFIDENT,
Harry Potter and the Deathly Hallows: Part 1,Fandango | Movies Anywhere,MATCH_EXISTING,Harry Potter and the Deathly Hallows: Part 1,12444,2010,,12444,Harry Potter and the Deathly Hallows: Part 1,Harry Potter and the Deathly Hallows: Part 1,2010,2010-11-17,"Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.",/iGoXIpQb7Pot00EEdwpwPajheZ5.jpg,/vcrgU0KaNj5mKUCIQSUdiQwTE9y.jpg,EXISTING_TMDB_ID,CONFIDENT,
Harry Potter and the Deathly Hallows: Part 2,Fandango | Movies Anywhere,MATCH_EXISTING,Harry Potter and the Deathly Hallows: Part 2,12445,2011,"Title variant normalized to existing movie record; per your rule, assume same version.",12445,Harry Potter and the Deathly Hallows: Part 2,Harry Potter and the Deathly Hallows: Part 2,2011,2011-07-12,"Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.",/c54HpQmuwXjHq2C9wmoACjxoom3.jpg,/cbcpDn6XJaIGoOil1bKuskU8ds4.jpg,EXISTING_TMDB_ID,CONFIDENT,
Harry Potter and the Goblet of Fire,Fandango | Movies Anywhere,MATCH_EXISTING,Harry Potter and the Goblet of Fire,674,2005,,674,Harry Potter and the Goblet of Fire,Harry Potter and the Goblet of Fire,2005,2005-11-16,"When his name emerges from the Goblet of Fire, Harry Potter becomes a competitor in a grueling battle for glory among three wizarding schools. Signs of Voldemort's return emerge as Harry's friends help him prepare for the Triwizard Tournament.",/fECBtHlr0RB3foNHDiCBXeg9Bv9.jpg,/1OV7hau4D3rWGS5bu8sqBYeVpe.jpg,EXISTING_TMDB_ID,CONFIDENT,
Harry Potter and the Half-Blood Prince,Fandango | Movies Anywhere,MATCH_EXISTING,Harry Potter and the Half-Blood Prince,767,2009,"Title variant normalized to existing movie record; per your rule, assume same version.",767,Harry Potter and the Half-Blood Prince,Harry Potter and the Half-Blood Prince,2009,2009-07-15,Dumbledore tries to prepare Harry for the final battle with Voldemort while Death Eaters wreak havoc in both Muggle and Wizard worlds.,/z7uo9zmQdQwU5ZJHFpv2Upl30i1.jpg,/ze6Mx4QE5mQVXRYmG2flncqqle4.jpg,EXISTING_TMDB_ID,CONFIDENT,
Harry Potter and the Order of the Phoenix,Fandango | Movies Anywhere,MATCH_EXISTING,Harry Potter and the Order of the Phoenix,675,2007,,675,Harry Potter and the Order of the Phoenix,Harry Potter and the Order of the Phoenix,2007,2007-07-08,"When a new professor's methods leave Hogwarts unprepared to fight the rising tide of evil, Harry teaches students how to defend against the dark arts.",/5aOyriWkPec0zUDxmHFP9qMmBaj.jpg,/pkxPkHOPJjOvzfQOclANEBT8OfK.jpg,EXISTING_TMDB_ID,CONFIDENT,
Harry Potter and the Prisoner of Azkaban,Fandango | Movies Anywhere,MATCH_EXISTING,Harry Potter and the Prisoner of Azkaban,673,2004,,673,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Prisoner of Azkaban,2004,2004-05-31,Harry Potter's life is in danger once more as dangerous wizard Sirius Black has escaped from Azkaban Prison and is heading to Hogwarts.,/aWxwnYoe8p2d2fcxOqtvAtJ72Rw.jpg,/htmYEfH7TQgzsXHCnNXxmoYKQtL.jpg,EXISTING_TMDB_ID,CONFIDENT,
Harry Potter and the Sorcerer's Stone,Fandango | Movies Anywhere,MATCH_EXISTING,Harry Potter and the Sorcerer's Stone,,,,671,Harry Potter and the Philosopher's Stone,Harry Potter and the Philosopher's Stone,2001,2001-11-16,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.",/wuMc08IPKEatf9rnMNXvIDxqP4W.jpg,/1XAC6RPT01UX9EQGy2JVn5c8pgy.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
"Heat, The",Fandango | Movies Anywhere,MATCH_EXISTING,"Heat, The",136795,2013,,136795,The Heat,The Heat,2013,2013-06-27,"Uptight and straight-laced, FBI Special Agent Sarah Ashburn is a methodical investigator with a reputation for excellence--and hyper-arrogance. Shannon Mullins, one of Boston P.D.'s ""finest,"" is foul-mouthed and has a very short fuse, and uses her gut instinct and street smarts to catch the most elusive criminals. Neither has ever had a partner, or a friend for that matter. When these two wildly incompatible law officers join forces to bring down a ruthless drug lord, they become the last thing anyone expected: buddies.",/yERBa1y5zNUOTRKQPiDCPIc2fuv.jpg,/c0V8KAiuoWLXf7TfvwHK4yhIfb9.jpg,EXISTING_TMDB_ID,CONFIDENT,
"Holdovers, The",Fandango | Movies Anywhere,MATCH_EXISTING,"Holdovers, The",840430,2023,"Title variant normalized to existing movie record; per your rule, assume same version.",840430,The Holdovers,The Holdovers,2023,2023-10-27,"A curmudgeonly instructor at a New England prep school is forced to remain on campus during Christmas break to babysit the handful of students with nowhere to go. Eventually, he forms an unlikely bond with one of them — a damaged, brainy troublemaker — and with the school’s head cook, who has just lost a son in Vietnam.",/VHSzNBTwxV8vh7wylo7O9CLdac.jpg,/A99WMiz0ASpH9coOFrxSEuwTWx0.jpg,EXISTING_TMDB_ID,CONFIDENT,
"Holiday, The",Fandango | Movies Anywhere,MATCH_EXISTING,"Holiday, The",1581,2006,,1581,The Holiday,The Holiday,2006,2006-12-05,"Two women, one American and one British, swap homes at Christmastime following bad breakups. Each woman finds romance with a local man but realizes that the imminent return home may end the relationship.",/h1ITOpvJN3Tw4Sy60w2QTfYMvdd.jpg,/9Ebn8atCcGk5OZrx4xmoTobAxoh.jpg,EXISTING_TMDB_ID,CONFIDENT,
Horrible Bosses,Fandango | Movies Anywhere,MATCH_EXISTING,Horrible Bosses,51540,2011,,51540,Horrible Bosses,Horrible Bosses,2011,2011-07-08,"For Nick, Kurt and Dale, the only thing that would make the daily grind more tolerable would be to grind their intolerable bosses into dust. Quitting is not an option, so, with the benefit of a few-too-many drinks and some dubious advice from a hustling ex-con, the three friends devise a convoluted and seemingly foolproof plan to rid themselves of their respective employers... permanently.",/uQkUwgyFHAm0jGQERPG6Z9o9Zbj.jpg,/9fkYHcOtaz4cKmlDWw7tqUr5TUt.jpg,EXISTING_TMDB_ID,CONFIDENT,
How the Grinch Stole Christmas,Fandango | Movies Anywhere,MATCH_EXISTING,How the Grinch Stole Christmas,8871,2000,Digital title/edition normalized into existing movie record.,8871,How the Grinch Stole Christmas,How the Grinch Stole Christmas,2000,2000-11-17,The Grinch decides to rob Whoville of Christmas - but a dash of kindness from little Cindy Lou Who and her family may be enough to melt his heart...,/1WZbbPApEivA421gCOluuzMMKCk.jpg,/sy0vo1cmpKqwPRiMUiJ45jyLsX7.jpg,EXISTING_TMDB_ID,CONFIDENT,
"Hunger Games, The",Fandango | Movies Anywhere,MATCH_EXISTING,"Hunger Games, The",70160,2012,,70160,The Hunger Games,The Hunger Games,2012,2012-03-12,"In a dystopian society where the Capitol forces each district to send two young tributes to fight to the death in a televised spectacle, a girl volunteers to take her sister’s place, setting the stage for a struggle of survival and defiance.",/apa5G43Hha7kH7wJG0gkkHT7FA9.jpg,/yVBQ65YBYZ9UhzJ4NGdRgeXtyTL.jpg,EXISTING_TMDB_ID,CONFIDENT,
"Hunger Games: Catching Fire, The",Fandango,MATCH_EXISTING,"Hunger Games: Catching Fire, The",101299,2013,,101299,The Hunger Games: Catching Fire,The Hunger Games: Catching Fire,2013,2013-11-15,"After surviving the Hunger Games, Katniss and Peeta struggle with the consequences of their victory as unrest spreads across Panem. Forced back into the spotlight, they become symbols of hope and resistance while the Capitol prepares a new and deadly challenge that will change the future of the nation forever.",/vrQHDXjVmbYzadOXQ0UaObunoy2.jpg,/eHaazLxM5LRMh0ySkVy7SK6wUWt.jpg,EXISTING_TMDB_ID,CONFIDENT,
"Hunger Games: Mockingjay - Part 1, The",Fandango,MATCH_EXISTING,"Hunger Games: Mockingjay - Part 1, The",131631,2014,"Title variant normalized to existing movie record; per your rule, assume same version.",131631,The Hunger Games: Mockingjay - Part 1,The Hunger Games: Mockingjay - Part 1,2014,2014-11-19,"After surviving the Quarter Quell, Katniss finds herself in the hidden stronghold of District 13, where the rebellion against the Capitol is gaining momentum. Struggling with the weight of becoming the symbol of resistance, she must navigate fragile alliances while trying to protect those she loves. As propaganda battles rage and Panem moves closer to full-scale war, Katniss is forced to confront the true cost of revolution.",/4FAA18ZIja70d1Tu5hr5cj2q1sB.jpg,/lV1P1Q5gLDXVG1ZYCxZHStkcQC3.jpg,EXISTING_TMDB_ID,CONFIDENT,
"Hunger Games: Mockingjay - Part 2, The",Fandango | Movies Anywhere,MATCH_EXISTING,"Hunger Games: Mockingjay - Part 2, The",131634,2015,"Title variant normalized to existing movie record; per your rule, assume same version.",131634,The Hunger Games: Mockingjay - Part 2,The Hunger Games: Mockingjay - Part 2,2015,2015-11-18,"As the war between the Capitol and the districts reaches its peak, Katniss Everdeen embarks on a perilous mission to liberate Panem and confront President Snow. Joined by a team of trusted allies, she navigates deadly traps, shifting loyalties, and the heavy cost of rebellion, determined to bring freedom to her people and end the Hunger Games once and for all.",/lImKHDfExAulp16grYm8zD5eONE.jpg,/qVgLMRVNB5bHU0inmRa0ueShacN.jpg,EXISTING_TMDB_ID,CONFIDENT,
Ice Age,Fandango | Movies Anywhere,MATCH_EXISTING,Ice Age,425,2002,,425,Ice Age,Ice Age,2002,2002-03-14,"Manny the mammoth, Sid the loquacious sloth, and Diego the sabre-toothed tiger go on a comical quest to return a human baby back to his father, across a world on the brink of an ice age.",/gLhHHZUzeseRXShoDyC4VqLgsNv.jpg,/8pwIhymsxfAVjrAE7syDjQULn37.jpg,EXISTING_TMDB_ID,CONFIDENT,
In Bruges,Fandango | Movies Anywhere,MATCH_EXISTING,In Bruges,8321,2008,,8321,In Bruges,In Bruges,2008,2008-02-08,"Ray and Ken, two hit men, are in Bruges, Belgium, waiting for their next mission. While they are there they have time to think and discuss their previous assignment. When the mission is revealed to Ken, it is not what he expected.",/vz3Vd6nfq9YZrVvyYx5RHFaYKV3.jpg,/dtGxDOcFssdUUTYBr6M6INXTI1e.jpg,EXISTING_TMDB_ID,CONFIDENT,
Inception,Fandango | Movies Anywhere,MATCH_EXISTING,Inception,27205,2010,,27205,Inception,Inception,2010,2010-07-15,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",/xlaY2zyzMfkhk0HSC5VUwzoZPU1.jpg,/8ZTVqvKDQ8emSGUEMjsS4yHAwrp.jpg,EXISTING_TMDB_ID,CONFIDENT,
"Incredible Burt Wonderstone, The",Fandango | Movies Anywhere | Prime,MATCH_EXISTING,"Incredible Burt Wonderstone, The",124459,2013,Digital title/edition normalized into existing movie record.,124459,The Incredible Burt Wonderstone,The Incredible Burt Wonderstone,2013,2013-03-14,"After breaking up with his longtime stage partner, a famous but jaded Vegas magician fights for relevance when a new, ""hip"" street magician appears on the scene.",/Bl95sg5Ljo3Hu9SSL0JOvLerLh.jpg,/sBuVOxCAn6GEMB3sbfnzZoRJoTY.jpg,EXISTING_TMDB_ID,CONFIDENT,
Inside Out,Fandango | Movies Anywhere,MATCH_EXISTING,Inside Out,150540,2015,,150540,Inside Out,Inside Out,2015,2015-06-17,"When 11-year-old Riley moves to a new city, her Emotions team up to help her through the transition. Joy, Fear, Anger, Disgust and Sadness work together, but when Joy and Sadness get lost, they must journey through unfamiliar places to get back home.",/2H1TmgdfNtsKlU9jKdeNyYL5y8T.jpg,/o3i6AfTcWAuNvzAUV3q5lOmi6Gx.jpg,EXISTING_TMDB_ID,CONFIDENT,
